SiO2  ,Al2O3 ,Fe2O3 ,MnO ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 ,Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,Sn,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Au 
57.51,13.16,7.02,0.092,3.15,3.32,1.53,2.09,1,0.09,309,14,14,134,20,23,65,21,92,135,33,430,16,178,29,76,1.85,1.19,2.21,61.11,129.93,14.74,49.61,1.9,11,10.25,1.66,8.76,1.83,4.91,0.78,5.08,0.73,13.2,1.5
57.75,13.86,7.56,0.098,2.91,3.45,1.34,2.13,1.22,0.11,391,11,17,136,21,18,56,24,94,125,37,563,32,149,29,78,1.81,1.32,2.73,81.72,156.2,17.45,68.84,2.28,13.45,12.66,2.06,11.15,2.37,6.45,1.04,6.79,0.98,16.25,1.5
60.1,15.26,6.41,0.085,2.22,1.44,0.88,2.77,0.86,0.07,405,18,13,115,42,23,47,20,145,100,41,379,17,102,32,72,2.45,1.63,3.15,164.48,300.66,32.6,123.56,2.47,22.25,20.07,3,14.06,2.62,6.46,0.96,6.08,0.85,10.76,1.5
61.66,14.01,5.43,0.078,2.11,1.81,1.04,2.64,0.83,0.08,504,17,11,97,35,23,38,15,129,136,36,500,17,100,15,61,2.01,1.36,2.38,105.5,199.66,21.76,82.41,2.02,14.55,12.8,1.89,8.98,1.73,4.5,0.7,4.58,0.66,13.95,1.5
61.29,14.87,5.77,0.068,2.18,1.52,1.11,2.92,0.8,0.07,493,19,13,102,33,22,43,16,153,127,40,447,19,107,21,70,2.29,1.44,2.21,126.69,226.52,25.19,96.24,2.13,17.32,15.2,2.3,11.13,2.15,5.42,0.83,5.35,0.75,13.58,1.5
60.09,14.61,6.12,0.077,2.26,1.57,1.02,2.8,0.88,0.09,437,16,14,110,58,26,44,18,138,126,47,582,17,130,32,70,2.04,1.56,2.22,170.84,328.12,36.24,138.86,2.68,24.88,22.15,3.3,15.41,2.86,6.94,1.02,6.5,0.91,18.45,1.5
61.23,14.32,5.78,0.074,2.16,2.05,1.64,2.63,0.95,0.09,483,19,12,105,68,23,38,16,120,152,44,597,21,114,26,61,2.08,1.37,1.79,132.56,267.78,29.12,110.85,2.41,19.99,17.81,2.71,13.43,2.65,6.83,1.06,6.79,0.97,18.6,1.5
61.09,14.24,5.71,0.079,2.05,1.57,0.8,2.46,0.84,0.09,444,23,10,117,31,21,23,3,133,114,37,427,19,105,26,68,2.08,1.32,2.43,91.69,176.29,19.77,72.77,1.98,12.95,11.87,1.76,9.01,1.83,4.84,0.75,4.85,0.67,11.29,1.5
53.39,13.31,9.07,0.127,3.26,4.72,1.67,1.42,1.72,0.11,423,8,9,104,31,17,5,5,54,182,41,504,20,129,5,77,1.47,1.45,2.16,246.43,458.13,55.25,56.24,3.56,30.13,27.06,3.68,16.81,3.1,7.77,1.17,7.39,1.02,13.2,1.5
59.85,13.09,6.92,0.119,1.83,1.32,1.03,2.45,0.98,0.09,419,19,10,116,119,24,13,7,97,93,58,626,14,64,23,62,1.25,1.97,1.16,465.77,879.1,107.37,365.2,4.92,57.85,51.6,6.85,28.8,4.86,11.46,1.67,10.41,1.43,18.37,1.5
58.4,14.82,5.78,0.074,2.08,1.77,0.99,2.8,0.87,0.09,400,22,10,111,60,19,17,2,34,114,46,346,16,93,31,66,2.3,1.62,2.03,228.28,428.59,53.33,167.9,3.39,30.93,27.24,3.78,17.12,3.06,7.19,1.04,6.37,0.88,9.1,1.5
62.31,10.42,4.63,0.064,2.02,6.35,1.9,1.19,0.93,0.11,262,14,14,85,14,18,30,9,61,157,28,414,16,101,15,46,1.79,1.39,2.95,49.16,95.92,10.47,40.83,7.73,1.42,7.15,1.14,6.32,1.39,3.78,0.61,4,0.57,10.74,1.5
59.87,12.66,6.69,0.1,2.66,5.17,1.98,1.24,0.99,0.08,305,16,14,131,13,25,46,16,75,105,28,305,15,117,40,45,1.86,1.56,3.77,49.16,94.23,10.38,40.32,7.52,1.45,6.89,1.07,5.78,1.24,3.31,0.53,3.39,0.48,9.18,1.5
59.99,12.15,5.44,0.074,2.79,4.66,0.56,1.62,0.8,0.09,346,16,13,98,14,23,49,15,106,157,32,298,15,120,35,74,2.11,1.51,3.12,43.4,83.34,9.38,36.19,6.86,1.32,6.29,1.01,5.59,1.22,3.33,0.53,3.44,0.49,8.99,1.5
61.33,11.25,5.09,0.067,2.51,4.74,0.63,1.42,0.82,0.11,293,14,14,95,13,19,40,17,89,175,29,305,16,100,36,65,2.16,1.74,2.76,37.78,75.85,8.57,33.24,6.32,1.21,5.83,0.94,5.21,1.14,3.13,0.5,3.27,0.47,9.23,1.5
65.71,10.22,4.77,0.078,1.76,4.43,0.66,1.35,0.98,0.07,351,14,16,92,17,17,36,12,71,269,28,463,19,102,22,47,1.78,1.4,3.02,56.98,108.64,12.03,46.39,8.56,1.44,7.51,1.16,6.2,1.33,3.65,0.59,3.86,0.56,12.24,1.5
64.12,10.67,5.11,0.071,1.91,3.36,1.03,1.29,1.23,0.07,267,13,14,100,15,17,30,17,59,117,27,380,16,96,28,45,1.76,1.3,2.41,51.21,97.03,10.9,42.32,8,1.48,7.42,1.17,6.42,1.37,3.73,0.6,3.86,0.55,10.76,3
62.91,12.23,5.96,0.093,2.36,3.71,0.94,1.73,1.06,0.06,301,16,14,106,14,22,40,17,87,105,28,271,15,110,33,62,1.85,1.41,2.98,45.73,89.45,10.02,38.89,7.47,1.38,6.98,1.12,6.15,1.31,3.59,0.57,3.65,0.52,8.2,1.5
58.77,12.72,6.11,0.087,2.5,5.99,1.04,1.85,1.08,0.08,382,18,18,133,13,24,39,18,78,136,29,298,17,106,30,67,1.82,1.26,2.74,41.94,84.93,9.6,37.51,7.3,1.52,7.16,1.2,7.08,1.62,4.55,0.73,4.7,0.66,9.49,1.5
60.28,10.42,7.45,0.113,2.14,7.38,2.13,0.98,1.86,0.06,280,15,15,172,11,26,32,20,32,150,25,366,13,107,22,97,1.18,1.23,3.7,41.75,83.49,9.62,37.77,7.53,1.58,7.6,1.26,7.29,1.61,4.41,0.71,4.61,0.65,11.54,1.5
60.44,11.47,5.87,0.072,2.02,6.03,1.23,1.51,1.43,0.07,320,16,13,130,16,22,32,15,56,126,23,321,13,89,26,49,1.59,1.17,2.24,64.74,111.02,12.45,47.74,8.89,1.59,8.18,1.24,6.57,1.38,3.74,0.59,3.85,0.55,10.63,1.5
64.04,9.68,4.32,0.065,1.55,4.18,0.84,1.43,1.03,0.08,245,13,12,90,18,26,31,13,58,107,29,501,16,90,18,63,1.61,1.2,2.29,57.2,109.51,12.33,47.5,8.76,1.46,7.9,1.23,6.74,1.46,4.04,0.66,4.32,0.62,15.44,3
65.76,10.16,3.94,0.075,1.66,3.08,1.18,1.53,0.98,0.09,281,15,11,87,23,25,30,12,67,125,32,613,20,94,17,45,1.84,1.28,2.41,70.58,133.71,15.03,58.92,10.69,1.77,9.93,1.6,8.91,1.96,5.53,0.9,5.86,0.85,17.09,5
59.21,9.5,4.8,0.073,2.12,8.98,0.65,1.26,1.09,0.08,358,15,14,103,16,21,39,13,67,269,29,433,16,83,20,47,1.7,1.31,2.53,58.71,108.9,12.36,48.02,8.91,1.54,8.09,1.25,6.87,1.5,4.15,0.66,4.33,0.62,13.26,3
65.3,11.05,4.92,0.085,2.36,3.31,1.32,2.03,0.8,0.21,402,15,12,82,14,25,38,12,94,187,30,372,16,99,26,70,2.08,1.33,3.67,48.23,90.69,10.41,40.57,7.6,1.49,7.18,1.12,6.04,1.3,3.5,0.58,3.68,0.53,11.97,1.5
66.36,10.3,4.67,0.102,2,3.69,1.38,1.65,0.85,0.17,366,14,12,87,15,28,35,14,77,155,29,405,14,94,21,60,2.17,1.53,3.51,51.45,97.27,11.29,44.45,8.42,1.58,8.01,1.27,7.04,1.56,4.38,0.72,4.8,0.69,14.17,1.5
65.33,9.88,5.26,0.088,2.15,6.28,1.77,1.36,0.9,0.11,265,16,14,98,13,24,37,12,63,211,31,402,20,101,28,64,1.72,2.28,4.09,46.04,78.66,10.33,40.28,7.48,1.37,6.48,1.13,6.09,1.34,3.75,0.6,3.81,0.53,10.17,3
58.24,12.34,5.13,0.056,2.87,5.15,0.54,1.6,0.79,0.09,392,16,16,95,12,22,49,16,98,180,29,278,14,108,30,64,2.17,1.66,2.61,41.8,79.36,8.81,34,6.37,1.21,5.82,0.91,5.08,1.11,3.02,0.49,3.22,0.46,9.18,1.5
62.74,11.79,5.19,0.088,2.12,4.2,0.64,1.67,0.92,0.08,379,15,12,93,17,20,41,14,83,142,31,433,14,109,20,56,2.15,1.49,2.86,57.97,109.2,12.35,47.83,8.87,1.54,8.02,1.25,6.8,1.46,3.97,0.63,4.12,0.59,12.64,3
65.39,8.9,3.72,0.068,1.48,3.78,0.87,1.3,0.83,0.08,247,13,10,75,16,17,28,10,58,113,29,440,16,85,17,45,1.41,1.27,2.51,53.05,100.39,11.35,44.04,8.08,1.39,7.48,1.16,6.14,1.31,3.6,0.58,3.83,0.55,13.11,4
67.73,10.06,5.1,0.084,2.01,4.58,1.42,1.37,1.05,0.1,306,13,13,88,15,19,30,13,64,121,28,396,17,113,22,56,1.65,1.22,2.78,54.87,96,10.98,42.6,8.01,1.45,7.61,1.21,6.53,1.41,3.82,0.61,3.93,0.57,10.92,1.5
64.83,11.83,5.48,0.086,1.94,4.11,1.03,2.02,1.02,0.09,376,16,14,102,18,24,39,15,95,126,23,348,15,102,28,60,1.9,1.32,3.16,55.24,105.97,12.02,46.59,8.77,1.59,8.14,1.28,6.74,1.42,3.79,0.6,3.86,0.55,9.59,1.5
61.57,10.11,4.6,0.06,1.5,10.9,1.7,1.33,0.88,0.05,364,16,16,104,13,17,26,13,44,163,25,337,12,74,20,39,1.35,1.01,2.01,38.63,73.95,8.79,34.34,6.65,1.43,6.42,1.03,5.75,1.24,3.37,0.54,3.5,0.5,10.27,1.5
68.13,9.45,4.75,0.101,1.39,4.24,0.99,1.42,0.97,0.09,383,13,13,87,19,23,29,12,61,149,28,477,15,87,20,47,1.63,1.23,2.28,57.14,108.55,12.18,47.15,8.78,1.54,8.27,1.31,7.04,1.51,4.13,0.66,4.31,0.63,12.64,1.5
66.55,9.81,4.19,0.074,1.61,5.03,1.14,1.41,0.92,0.09,336,12,12,78,21,22,29,10,69,160,30,497,16,90,16,47,1.69,1.19,3.31,60.79,115.35,13.03,50.38,9.35,1.61,8.74,1.37,7.2,1.54,4.2,0.68,4.42,0.64,17.58,1.5
69.85,11.03,4.59,0.087,1.62,1.85,1.14,1.69,0.87,0.07,354,14,13,86,18,24,39,14,83,119,30,436,16,99,21,51,1.88,1.19,3.22,53.04,100.81,11.21,43.43,8.16,1.56,7.79,1.23,6.78,1.47,4.07,0.66,4.29,0.61,13.31,1.5
64.57,10.57,3.87,0.063,1.76,3.13,1.29,1.75,0.72,0.11,347,16,13,83,14,26,28,11,73,195,27,363,17,75,17,51,1.53,1.06,2.83,48.07,93.38,10.14,39.46,7.49,1.54,7,1.1,5.93,1.28,3.49,0.57,3.69,0.52,9.69,4
60.92,11.4,5.59,0.091,2.4,3.55,1.42,1.81,1.12,0.09,361,15,15,110,18,19,35,15,75,148,33,461,19,126,17,57,2.03,1.53,3.48,73.43,141.13,16.02,62.05,11.65,2.03,11.01,1.74,9.44,2.06,5.68,0.92,5.99,0.85,18.5,1.5
65.42,11.83,5.14,0.086,2.02,2.45,1.6,2.03,0.87,0.11,406,15,13,90,15,25,36,12,87,156,31,395,16,102,21,63,2.22,1.4,3.54,57.72,110.36,12.66,49.25,9.4,1.72,9.01,1.41,7.61,1.64,4.44,0.71,4.63,0.65,13.36,1.5
68.91,9.85,6.25,0.13,1.47,2.91,1.65,1.59,1.28,0.11,330,15,13,130,26,24,34,15,57,146,35,793,22,129,16,53,2.04,1.48,4.02,90.26,175.39,19.82,77.58,14.64,2.4,12.92,2.18,11.61,2.54,7.05,1.15,6.6,1.09,22.89,1.5
67.21,10.65,5.08,0.091,1.96,3.57,1.48,2.03,0.86,0.11,400,16,12,91,15,24,31,14,79,182,30,385,17,101,23,70,1.9,1.53,2.91,47.4,89.89,10.36,40.67,7.82,1.5,7.43,1.21,6.78,1.48,4.1,0.67,4.26,0.61,11.12,1.5
66.66,10.29,5.14,0.104,2.04,3.91,0.9,1.74,0.87,0.08,327,14,10,90,16,22,33,13,69,128,26,380,15,103,24,68,1.65,1.89,2.68,49.3,93.91,10.09,42,7.94,1.44,7.48,1.18,6.42,1.37,3.77,0.6,3.9,0.56,11.43,1.5
69.94,8.71,4.47,0.063,1.5,4.97,1.01,1.36,0.85,0.11,285,12,10,78,17,20,28,11,57,144,25,450,13,84,17,45,1.66,1.2,3.03,55.24,105.62,11.79,45.47,8.44,1.42,7.8,1.21,6.35,1.33,3.61,0.59,3.79,0.55,12.76,1.5
62.47,12.35,5.83,0.061,2.57,3.9,0.81,1.84,0.94,0.09,393,16,16,102,15,17,45,16,92,159,28,293,15,108,27,60,1.97,1.25,2.92,39.8,83.04,9.3,36.27,6.99,1.38,6.67,1.06,5.91,1.27,3.45,0.56,3.52,0.5,8.48,1.5
64.23,10.5,4.5,0.058,1.76,6.86,1.39,1.63,0.98,0.08,285,14,12,86,19,23,31,13,71,96,30,310,14,96,20,50,1.74,1.3,2.79,70.17,128.51,14.58,57.93,10.17,1.65,9.02,1.43,7.49,1.56,4.16,0.66,4.16,0.59,9.64,1.5
65.81,11.38,5.1,0.087,1.85,4.65,1.25,1.44,0.9,0.08,346,15,15,102,15,20,37,15,61,147,26,310,12,105,24,43,1.5,1.12,2.23,32.82,74.97,8.35,32.69,6.46,1.46,6.37,1.06,6.04,1.33,3.65,0.58,3.72,0.53,9.63,5
61.13,12.3,6.61,0.107,2.41,5.17,0.97,1.39,0.9,0.08,347,16,20,123,15,21,43,20,73,143,27,300,12,102,27,55,1.68,1.18,2.65,35.19,78.47,8.81,34.47,6.7,1.41,6.54,1.06,5.87,1.29,3.49,0.56,3.53,0.5,8.48,1.5
64.17,10.33,4.57,0.067,1.99,6.53,1,1.42,0.8,0.1,317,14,15,85,16,20,37,12,71,161,28,362,14,92,19,56,1.8,1.12,2.72,49.52,92.45,10.65,41.55,7.91,1.46,7.44,1.16,6.19,1.33,3.6,0.58,3.76,0.54,11.94,1.5
64.83,10.16,4.79,0.07,1.81,6.3,1.26,1.43,0.99,0.09,343,14,14,98,14,24,34,16,67,142,30,352,14,81,23,66,1.7,1.03,2.4,45.51,85.35,9.63,37.42,7.16,1.41,7.06,1.12,6.14,1.35,3.68,0.6,3.86,0.54,11.79,1.5
64.5,10.37,4.55,0.066,1.94,6.56,0.97,1.41,0.8,0.1,344,17,13,74,23,28,32,15,71,166,28,366,15,91,22,52,1.95,0.9,2.8,42.3,77.79,8.8,33.03,6.16,1.15,5.71,0.92,4.97,1.08,3.03,0.5,3.27,0.48,8.44,5
64.13,11.63,5.76,0.101,2.09,4.2,1.44,1.28,1.2,0.07,330,15,17,103,18,26,40,16,70,114,34,482,22,121,24,53,1.91,1.43,3.67,63.2,120.88,13.63,52.79,9.89,1.69,9.13,1.43,7.72,1.67,4.6,0.73,4.82,0.69,14.72,1.5
63.24,11.74,5.37,0.087,2.24,4.55,1.22,1.68,0.86,0.1,358,16,17,98,15,28,44,13,88,158,32,393,16,108,30,61,2.02,1.29,3.23,49.29,94.72,10.77,42,8.01,1.51,7.4,1.17,6.39,1.36,3.75,0.6,3.89,0.55,12.5,1.5
65.89,11.23,5.77,0.095,1.88,4.05,1.21,1.61,0.97,0.1,330,14,14,100,18,23,40,17,78,135,33,462,17,102,24,58,1.98,1.36,4.06,57.4,110.36,12.49,48.65,9.26,1.65,8.65,1.39,7.56,1.65,4.53,0.73,4.72,0.67,14.37,3
65.69,11.53,4.68,0.078,1.97,2.54,1.47,2.08,0.81,0.13,384,15,12,84,16,25,35,13,85,169,28,386,15,97,22,59,1.98,1.32,3.1,43.32,88.69,10.14,39.6,7.68,1.46,7.16,1.14,6.25,1.34,3.64,0.59,3.85,0.55,12.02,4
69.72,9.18,4.95,0.08,1.48,6.74,2.31,1.36,0.93,0.09,335,14,13,97,13,19,29,10,54,167,26,382,14,105,17,46,1.66,1.42,3.26,45.97,83.38,9.81,38.27,7.33,1.33,6.83,1.1,5.87,1.28,3.47,0.56,3.69,0.52,10.7,1.5
64.89,10.5,5.47,0.085,1.84,4.56,1.14,1.78,0.9,0.16,308,15,12,97,18,23,38,14,74,128,29,481,15,101,22,63,1.73,1.21,4.38,53.19,101.15,11.54,44.92,8.53,1.48,8.02,1.28,6.75,1.44,3.96,0.63,4.19,0.6,13.31,1.5
67.87,10.84,5.04,0.062,1.53,3.4,1.07,1.45,0.94,0.08,288,14,10,88,20,19,35,14,68,88,28,450,16,91,19,42,1.66,1.14,3.81,54.97,106.64,12.03,46.58,8.75,1.45,7.92,1.23,6.44,1.36,3.71,0.58,3.84,0.55,11.74,1.5
69.58,10.98,4.93,0.089,1.83,2.33,1.38,1.7,0.92,0.08,347,15,10,89,18,22,36,17,81,102,28,310,15,105,25,54,1.89,1.3,2.84,44.24,94.51,10.7,41.67,7.93,1.48,7.36,1.18,6.31,1.34,3.62,0.57,3.69,0.52,8.1,1.5
60.82,12.03,6.58,0.085,2.54,5.57,1.15,1.36,1.12,0.09,344,16,19,138,13,21,38,17,57,148,26,288,12,105,30,66,1.39,1.07,2.19,32.91,68.39,7.85,31.42,6.46,1.48,6.11,1.07,6.08,1.33,3.63,0.56,3.66,0.51,7.27,4
65.07,10.35,3.7,0.055,1.61,7.9,2.23,1.41,0.8,0.11,330,15,18,93,13,19,20,11,44,215,26,439,15,71,17,35,1.44,1,2.14,38.44,74.4,8.73,34.54,6.96,1.46,6.76,1.13,6.32,1.38,3.76,0.61,3.89,0.55,11.85,1.5
65.03,10,5.42,0.066,2.14,4.7,0.65,1.43,0.8,0.08,274,14,14,95,13,23,38,13,79,113,26,282,12,81,29,74,1.66,1.22,3.01,36.8,72.46,8.32,32.34,6.19,1.17,5.86,0.94,5.18,1.11,3.05,0.49,3.17,0.45,9.35,1.5
56.98,9.47,3.76,0.048,1.84,13.11,1.26,1.22,0.68,0.06,308,14,14,92,15,23,27,9,55,184,29,371,12,76,18,41,1.36,0.86,2.17,47.05,87.22,10.02,38.61,7.23,1.38,6.77,1.06,5.75,1.24,3.39,0.55,3.59,0.51,12.87,1.5
63.95,11.94,5.27,0.061,2.42,3.07,0.65,1.51,0.86,0.1,348,16,18,97,14,21,45,14,91,161,30,338,15,109,28,56,1.85,1.15,2.99,45.39,83.02,9.04,35.25,6.82,1.32,6.39,1.03,5.58,1.19,3.27,0.53,3.41,0.49,9.79,4
66.69,9.18,5.35,0.115,1.64,5.49,1.01,1.38,1.33,0.08,305,13,15,107,18,23,33,15,56,119,32,588,19,108,19,49,1.66,1.42,2.46,64.65,125.61,14.2,55.32,10.52,1.67,9.8,1.57,8.48,1.84,5.05,0.82,5.37,0.77,16.52,1.5
67.17,11.44,5.36,0.106,1.78,2.35,0.95,1.85,0.99,0.08,347,15,14,93,18,27,39,14,82,119,32,471,16,115,27,58,2.04,1.44,2.8,59.63,115.46,13.15,51.34,9.59,1.66,8.85,1.4,7.56,1.61,4.41,0.71,4.59,0.65,13.26,3
65.25,12.2,5.66,0.082,1.94,2.82,0.99,1.6,1.05,0.08,307,14,16,96,18,21,37,16,74,100,31,435,20,104,30,54,2.03,1.36,3.21,58.7,113.63,12.84,49.67,9.33,1.66,8.8,1.41,7.7,1.66,4.56,0.73,4.7,0.66,12.71,3
68.44,10.64,4.8,0.062,1.83,2.99,1.57,1.3,0.78,0.06,260,14,11,85,14,18,29,10,65,109,25,334,14,97,31,57,1.66,1.64,3.11,35.63,71.17,8.36,32.39,6.19,1.17,5.85,0.96,5.35,1.17,3.3,0.53,3.45,0.48,9.07,1.5
64.18,11.72,5.43,0.081,2.34,3.64,0.81,1.75,0.85,0.1,317,16,12,98,18,30,45,15,87,122,27,339,16,114,36,77,1.9,1.73,2.83,50.87,92.18,10.67,41.5,7.83,1.38,7.3,1.15,6.15,1.31,3.61,0.57,3.71,0.53,9.45,4
68,10.47,4.73,0.082,1.38,4.15,1.15,1.69,0.88,0.08,328,14,12,90,17,26,35,11,76,129,29,432,18,101,23,52,1.76,1.35,2.53,49.5,103.47,11.86,46.2,8.73,1.55,8.09,1.28,6.88,1.47,4.05,0.65,4.16,0.59,11.55,6
67.7,11.16,5.04,0.093,1.97,3.45,1.82,2.03,0.96,0.17,430,15,12,91,16,23,32,13,77,161,32,420,17,95,18,64,2.04,1.34,3.53,46.05,93.96,11.12,43.94,8.63,1.65,8.23,1.34,7.39,1.62,4.46,0.72,4.62,0.64,11.88,1.5
64.9,10.05,5.36,0.114,1.89,4.72,1.31,1.73,1.24,0.14,404,15,12,108,22,26,33,15,64,168,36,574,21,101,17,55,1.9,1.5,3.49,76.9,149.56,17.44,68.43,13.31,2.27,12.51,2.02,11.13,2.44,6.82,1.1,7.09,1,17.22,1.5
63.31,11.38,5.37,0.084,2.03,5.22,1.18,1.82,0.87,0.09,414,15,16,101,14,23,37,16,81,142,28,317,14,103,22,58,1.83,1.2,2.56,37.12,85.82,9.96,38.8,7.47,1.44,7.01,1.13,6.16,1.33,3.69,0.59,3.78,0.54,10.18,1.5
63.71,12.6,5.45,0.074,2.08,4.51,1.39,1.37,0.85,0.07,337,17,17,122,12,18,36,16,58,179,24,269,12,113,24,44,1.41,1.06,1.75,25.87,61.94,7.18,29.01,6.13,1.52,6.09,1.02,5.83,1.28,3.5,0.55,3.49,0.49,7.64,1.5
62.2,10.88,4.66,0.05,2.04,8.55,1.22,1.59,0.81,0.08,350,14,15,96,13,21,36,12,72,165,26,294,12,91,24,53,1.66,1.02,2.16,30.25,68.46,8.04,31.27,6.11,1.25,5.77,0.95,5.22,1.13,3.11,0.5,3.21,0.46,9.1,1.5
65.59,9.77,5.65,0.128,1.69,6.05,0.93,1.16,1.62,0.08,371,14,14,116,23,25,37,13,54,137,34,656,21,104,20,49,1.57,1.39,2.85,78.63,154.48,17.46,68.04,12.93,2.01,12,1.89,10.09,2.14,5.9,0.94,6.13,0.87,18.82,1.5
66.83,10.76,4.55,0.088,1.94,4.59,1.4,1.41,0.94,0.1,358,15,16,94,17,25,34,16,63,172,30,479,14,110,21,44,1.65,1.16,2.85,53.03,111.32,12.78,50.27,9.62,1.74,9.1,1.43,7.69,1.63,4.39,0.69,4.48,0.65,14.57,1.5
62.28,12.49,6.32,0.119,2.28,2.73,1.05,2.53,1.04,0.08,340,15,13,102,15,20,32,15,98,92,33,356,19,101,46,68,2.4,2.4,4.17,50.52,97.87,11.61,44.89,8.52,1.59,7.46,1.32,7.16,1.58,4.32,0.68,4.37,0.62,11.45,1.5
64.19,13.44,5.88,0.092,1.95,1.76,0.82,2.43,0.96,0.08,398,18,13,112,19,31,45,17,117,103,36,433,24,112,40,68,2.44,2.11,4.45,59.53,122.07,13.52,51.66,9.64,1.66,8.11,1.37,6.92,1.49,4.06,0.62,4.04,0.58,11.98,1.5
60.16,11.92,5.36,0.09,2.07,4.68,0.77,2.04,1.11,0.09,386,16,15,105,22,22,36,15,83,158,42,585,26,113,29,57,2.05,2.13,3.33,79.1,159.61,17.56,68.49,12.42,1.95,10.76,1.83,9.6,2.1,5.79,0.92,5.85,0.83,17.22,1.5
66.95,10.05,5.85,0.125,1.34,3.57,1.57,1.17,1.51,0.08,268,14,12,114,30,23,30,12,48,151,41,930,31,122,26,55,1.83,2.56,3.13,125.09,231.23,25.37,96.43,17.55,2.38,15.03,2.49,12.72,2.67,7.41,1.14,7.37,1.03,24.37,1.5
58.78,11.3,4.81,0.071,2.26,7.11,1.54,1.59,0.88,0.1,290,16,14,93,15,28,37,13,74,192,37,450,23,119,25,56,1.86,1.51,3.11,69.03,132.47,15.31,59.81,11.16,1.82,10.47,1.66,9.21,1.97,5.34,0.86,5.58,0.79,16.02,1.5
63.81,10.94,5.25,0.108,2.08,5,0.86,1.36,0.87,0.07,260,14,13,86,13,23,40,13,79,108,28,254,18,95,32,79,1.67,2.18,2.31,42.27,88.74,10.79,42.11,7.82,1.39,7.18,1.12,5.96,1.25,3.29,0.52,3.39,0.48,7.57,1.5
62.07,11.55,5.73,0.083,2.61,5.83,1.84,1.11,0.92,0.09,261,16,13,103,14,20,38,12,59,153,29,299,22,119,25,54,1.81,1.49,3.75,48.1,97.13,11.2,43.47,8.21,1.44,7.65,1.22,6.63,1.4,3.76,0.6,3.88,0.55,9.18,1.5
62.53,11.15,4.96,0.079,2.24,6.91,1.36,1.44,0.99,0.08,313,14,13,85,18,23,35,15,77,140,35,328,25,84,29,51,2.09,2.04,3.46,70.55,131.44,15.17,58.74,10.98,1.74,8.04,1.51,8.01,1.65,4.57,0.72,4.62,0.66,10.03,1.5
66.51,10.99,4.83,0.088,1.78,2.57,1.57,2.07,0.92,0.1,368,15,13,88,17,26,34,12,86,169,35,494,25,104,17,58,2.07,1.93,3.23,55.94,105.58,12.44,48.42,9.3,1.68,6.86,1.34,7.76,1.69,4.67,0.76,4.91,0.71,15.6,1.5
64.96,10.83,5.23,0.091,1.78,4.67,1.44,1.5,0.99,0.12,314,16,16,108,15,21,35,15,62,176,31,441,23,101,21,47,1.64,1.88,2.74,52.74,97.39,11.42,44.83,8.64,1.64,6.38,1.3,7.58,1.65,4.5,0.73,4.8,0.67,13.74,1.5
65.67,11.16,5.11,0.077,2.07,4.52,0.93,1.45,0.89,0.09,345,15,13,105,15,21,39,14,71,170,30,374,14,102,24,55,1.66,1.19,2.49,42.11,80.91,10.44,41.25,8.03,1.54,7.05,1.21,6.56,1.39,3.75,0.6,3.88,0.55,11.3,1.5
67.36,9.61,4.21,0.081,1.68,5.85,1.34,1.48,0.9,0.08,378,13,14,83,18,21,29,11,59,182,32,507,17,96,16,43,1.67,1.17,2.52,55.34,112.23,12.76,49.74,9.44,1.58,8.77,1.38,7.26,1.52,4.11,0.65,4.29,0.61,15.41,1.5
58.29,12.84,6.97,0.073,2.64,5.75,0.61,1.41,1.17,0.16,409,17,17,124,11,19,44,20,77,156,25,250,14,104,29,66,1.86,1.09,2.48,32.25,76.45,8.96,36.14,7.22,1.56,6.98,1.11,6.1,1.3,3.51,0.54,3.51,0.5,7.83,1.5
65.44,10.51,6.73,0.106,2.3,2.27,0.8,1.99,1.22,0.05,285,17,14,117,18,29,36,19,78,66,31,454,22,94,46,82,2.1,2.6,3.03,68.16,135.37,15.03,58,10.84,1.87,9.42,1.56,7.71,1.59,4.35,0.68,4.24,0.62,12.96,1.5
62.48,13.18,6.34,0.096,2.24,2.87,1.18,2.34,0.97,0.08,339,18,12,105,14,28,39,20,102,103,33,327,18,98,30,93,3.02,2.33,4.21,44.15,77.06,9.89,38.11,7.26,1.37,6.37,1.16,6.38,1.39,3.94,0.63,3.95,0.56,8.34,1.5
68.19,11.25,5.51,0.105,1.7,3.77,1.32,1.82,1.06,0.1,388,16,13,90,19,26,37,14,81,178,38,547,25,112,22,75,2.84,2.14,3.82,70.11,144.41,15.75,60.73,11.23,1.82,9.66,1.67,8.68,1.88,5.13,0.8,5.15,0.72,13.42,1.5
67.35,10.28,5.01,0.1,1.65,3.77,1.47,1.64,1.06,0.1,336,14,14,85,22,22,28,13,66,177,39,623,25,101,15,65,2.6,2.1,5.45,85.52,171.14,18.98,72.54,13.52,2.03,11.76,1.98,10.31,2.23,6.17,0.98,6.19,0.86,17.33,1.5
