Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Hf 
479,14,13,114,22,24,51,18,120,166,44,348,19,114,31,75,2.14,1.45,69.27,133.5,15.06,56.27,1.7,10.88,10,1.57,8.12,1.68,4.47,0.71,4.61,0.65,11.56,11.56
317,7,12,93,35,17,36,9,71,261,35,529,17,102,18,42,1.64,1.18,68.88,134.06,15.25,59.14,1.71,11.16,10.08,1.6,8.4,1.77,4.78,0.75,4.95,0.71,15.09,15.09
401,11,13,93,46,25,42,13,91,199,41,517,16,111,19,55,1.82,1.32,91.55,173.3,19.47,75.32,2.17,13.97,12.58,2,10.28,2.13,5.67,0.89,5.79,0.83,14.96,14.96
429,17,12,111,14,27,54,24,133,110,36,339,17,142,30,76,1.98,1.42,56.37,103.06,11.56,45.21,1.56,8.59,7.8,1.25,6.56,1.38,3.65,0.58,3.8,0.53,8.94,8.94
496,18,13,115,16,24,53,17,170,118,36,316,17,125,40,95,2.57,1.58,77.22,141.36,16.14,61.69,1.8,11.25,10,1.54,7.72,1.56,4.11,0.64,4.09,0.57,8.74,8.74
440,14,12,96,24,23,43,16,149,127,39,301,16,101,23,83,2.93,1.64,97.84,180.67,20.48,77.91,2.28,14.1,12.68,1.96,9.95,2.01,5.18,0.8,5.05,0.7,8.09,8.09
383,13,12,94,36,24,37,15,106,151,39,473,17,100,18,66,2.31,1.63,87.36,160.98,18.34,70.61,2.1,13.25,12.25,2.02,11.19,2.49,6.88,1.12,7.19,0.99,13.03,13.03
374,17,11,89,33,17,34,14,76,158,32,472,16,112,16,53,2.03,1.32,64.03,107.82,13.5,52.37,1.72,9.94,9.18,1.46,7.77,1.67,4.54,0.73,4.86,0.69,12.93,12.93
355,12,13,85,29,17,27,14,74,153,31,151,17,94,17,55,2.23,1.35,74.38,127.96,15.94,61.75,1.91,11.6,10.8,1.76,9.53,2.03,5.55,0.86,5.56,0.77,14.15,14.15
305,15,12,89,24,14,32,14,86,66,34,539,18,94,27,77,2.55,2.27,89.17,179.79,18.55,71.13,1.79,13.03,11.88,1.87,9.64,2.05,5.6,0.87,5.88,0.83,18.75,18.75
311,16,9,96,20,24,10,2,96,53,26,438,13,72,75,47,2.02,1.53,54.85,106.93,11.88,46.63,1.44,8.59,7.89,1.22,6.06,1.23,3.22,0.52,3.61,0.51,14.37,14.37
349,11,15,137,7,15,71,24,95,167,48,330,25,185,31,84,2.05,1.21,36.07,78.58,9.15,31.56,1.64,7.58,7.34,1.24,7.01,1.55,4.23,0.7,4.57,0.65,10.2,10.2
398,16,12,106,17,16,53,20,80,173,35,395,19,126,26,69,1.93,1.07,39.46,87.51,10.04,32.84,1.69,8.04,7.66,1.3,7.32,1.62,4.5,0.73,4.86,0.69,12.96,12.96
407,13,13,106,35,14,41,18,71,160,50,593,23,124,15,55,1.56,1.22,84.33,162.13,18.22,68.12,2.09,13.5,12.32,1.95,10.14,2.12,5.65,0.9,5.91,0.85,17.96,17.96
397,15,13,101,52,17,38,19,94,201,45,456,12,100,21,59,1.72,1.42,129.62,240.03,26.96,103.75,2.4,18.87,16.23,2.54,12.33,2.4,6.12,0.95,6.16,0.86,13.12,13.12
334,14,11,87,21,24,37,14,81,187,37,452,16,123,16,49,1.75,1.21,60.31,115.34,13.07,50.65,1.66,9.7,8.72,1.45,7.98,1.74,4.66,0.74,4.83,0.68,12.32,12.32
340,10,14,113,23,28,59,18,99,132,34,414,17,164,28,70,1.94,1.32,57.38,104.05,11.72,45.88,1.73,9.05,8.23,1.39,7.83,1.72,4.68,0.75,4.94,0.71,11.71,11.71
444,15,12,95,33,24,42,13,122,153,34,360,15,116,28,76,2.2,1.61,74.36,126.58,15.63,59.76,1.72,10.93,9.87,1.53,7.51,1.54,4.04,0.62,4.1,0.58,9.52,9.52
358,9,13,85,39,21,32,12,64,471,36,515,14,101,14,46,1.83,1.33,110.91,217.19,22.49,88.58,2.16,16.02,14.38,2.33,11.08,2.28,5.86,0.92,6.04,0.85,14.98,14.98
357,17,10,99,24,14,14,5,72,182,32,460,15,100,13,48,1.93,1.26,63.14,121.17,13.89,54.87,1.74,10.32,9.42,1.5,7.72,1.62,4.32,0.69,4.73,0.66,13.15,13.15
367,18,10,122,24,17,18,2,79,138,31,502,18,110,17,56,2.04,1.22,63.89,125.2,14.36,56.47,1.88,10.74,9.95,1.64,8.52,1.83,5.02,0.8,5.39,0.75,14.15,14.15
418,18,10,108,21,16,15,2,79,141,32,459,16,98,18,56,2.43,1.34,56.37,109.82,12.6,49.99,1.76,9.66,8.94,1.42,7.57,1.61,4.44,0.7,4.85,0.68,12.63,12.63
351,19,10,110,23,18,15,1,93,112,33,424,16,96,23,62,3.95,1.68,72.53,137.48,15.59,60.98,1.85,11.28,10.35,1.65,8.53,1.74,4.6,0.72,4.84,0.67,12.71,12.71
355,15,13,116,31,28,39,16,108,79,32,459,16,107,40,79,2.07,1.72,70.61,123.1,15.16,58.71,1.69,10.89,10.2,1.62,8.41,1.74,4.62,0.75,4.96,0.67,14.01,14.01
396,13,15,135,13,16,54,20,86,163,51,460,24,132,31,76,2.17,1.03,39.46,85.35,9.76,32.34,1.8,8.36,8.23,1.46,8.71,1.99,5.66,0.93,6.12,0.87,14.84,14.84
432,16,13,105,16,17,53,16,84,156,37,481,24,144,25,65,2.1,1.07,42.22,89.8,10.18,34.63,1.73,8.31,7.92,1.34,7.69,1.73,4.85,0.8,5.32,0.76,15.08,15.08
348,11,15,140,29,17,65,21,85,166,46,350,22,183,35,72,1.6,1.33,70.78,137.66,15.51,56.18,1.88,11.64,10.66,1.69,8.79,1.82,4.74,0.75,4.85,0.69,11.04,11.04
378,18,15,120,24,22,54,20,75,212,44,495,19,150,18,57,1.64,1.25,105.26,199.68,22.4,86.71,2.17,16.2,14.44,2.34,12.63,2.65,6.94,1.08,6.91,0.97,15.05,15.05
337,14,13,106,15,23,44,17,97,153,34,365,17,127,20,61,1.99,1.2,61.43,116.51,13.31,52.19,1.73,9.93,8.69,1.4,7.47,1.56,4.07,0.64,4.12,0.58,11.3,11.3
439,19,12,106,20,32,52,19,144,109,36,377,15,126,37,78,2.17,1.58,80.28,151.35,16.86,64.48,1.75,11.74,10.08,1.6,8.56,1.8,4.71,0.73,4.72,0.67,11.46,11.46
439,13,12,108,25,25,49,17,124,132,34,441,16,126,28,70,2.21,1.44,73.2,126.25,15.69,60.69,1.83,11.28,10.18,1.6,8.13,1.65,4.39,0.69,4.52,0.65,12.49,12.49
410,12,11,83,31,20,28,12,65,172,34,460,18,100,11,41,2.17,1.31,80.02,151.21,17.22,66.76,2.04,12.76,11.84,1.93,10.29,2.2,5.78,0.93,6.21,0.87,13.99,13.99
465,14,11,99,36,20,43,17,130,108,36,406,17,110,26,68,2.04,1.53,88.55,166.05,18.52,71.16,2.11,12.89,11.46,1.78,8.91,1.77,4.73,0.72,4.8,0.68,13.8,13.8
365,18,9,110,26,16,16,5,78,123,32,543,17,105,17,48,2.08,1.23,65.7,131.1,14.94,59.52,1.86,11.24,10.28,1.67,8.87,1.89,5.25,0.86,5.78,0.82,15.95,15.95
422,22,11,116,17,19,20,2,117,147,32,294,17,107,24,72,2.76,1.26,43.4,85.57,9.82,39.1,1.62,7.82,7.24,1.18,6.51,1.38,3.79,0.6,4.1,0.56,9.67,9.67
325,17,11,104,27,16,12,2,73,130,38,467,13,91,12,56,3.8,1.61,93.84,175.75,20.09,78.66,2.25,14.37,13.08,2.14,11.09,2.29,6.31,1,6.93,0.95,14.66,14.66
248,11,15,106,61,14,32,16,60,71,41,702,21,90,11,98,3.6,2.41,195.85,388.27,40.33,156.45,4.07,28.45,26.17,4.02,19.02,3.81,9.05,1.53,9.25,1.44,25.57,25.57
345,12,14,117,19,18,49,17,75,133,33,543,19,119,24,58,1.87,1.05,43.76,92.69,10.37,33.72,1.75,8.6,8.29,1.47,8.66,1.98,5.61,0.94,6.32,0.93,20.28,20.28
388,14,16,133,15,16,60,19,86,136,34,300,17,153,32,75,1.58,1.19,43.57,90.1,10.3,35.02,1.68,8.17,7.81,1.29,7.21,1.57,4.29,0.69,4.44,0.64,10.32,10.32
445,14,13,120,17,20,52,19,84,125,27,269,16,117,31,65,1.73,1.04,47.23,98.24,11.36,40.63,1.71,8.93,8.87,1.41,7.24,1.51,4.05,0.65,4.36,0.61,9.73,9.73
419,11,14,117,26,20,45,19,95,126,35,426,30,121,31,72,2.14,1.38,86.88,158.85,17.85,70.08,2.3,13.44,11.92,1.95,10.63,2.24,5.69,0.87,5.61,0.81,14.51,14.51
414,17,13,113,22,23,44,18,118,120,38,473,22,118,33,70,2.1,1.46,110.81,203.27,22.85,88.69,2.23,16.31,13.73,2.16,11.09,2.2,5.54,0.83,5.42,0.79,16.56,16.56
364,12,14,124,27,22,47,18,110,132,39,400,33,143,29,68,2.15,1.34,98.29,185.56,20.68,80.93,2.36,15.31,13.42,2.2,11.46,2.35,5.91,0.89,5.88,0.84,12.35,12.35
464,23,11,125,32,19,21,3,124,129,39,369,20,110,31,73,2.11,1.42,112.18,208.79,23.75,91.69,2.33,16.82,15.38,2.37,11.08,2.12,5.39,0.84,5.49,0.78,10.12,10.12
413,21,10,119,28,19,17,119,107,142,36,345,20,94,23,69,2.24,1.55,93.32,175.99,20.28,79.02,2.18,14.9,13.81,2.2,10.76,2.16,5.71,0.91,6.17,0.85,9.89,9.89
451,22,10,120,27,18,22,2,120,106,35,425,17,110,23,66,2.13,1.43,66.32,130.29,14.8,57.93,1.88,11.15,10.1,1.59,7.97,1.59,4.26,0.71,4.71,0.65,11.62,11.62
391,16,11,114,24,16,15,2,70,167,34,564,18,101,14,49,1.9,1.29,60.31,120.7,14.03,55.77,1.93,10.83,10.23,1.69,8.55,1.77,4.78,0.78,5.36,0.75,14.44,14.44
359,18,11,104,32,17,11,1,89,191,37,566,18,91,12,57,2.37,1.44,84.76,161.42,18.88,74.56,2.23,14.07,13.09,2.05,9.91,1.98,5.22,0.85,5.73,0.78,14.35,14.35
395,24,11,128,23,20,29,4,143,130,35,294,14,128,22,85,3.63,1.59,64.13,121.49,14,53.65,1.8,10.31,9.7,1.49,7.1,1.33,3.42,0.54,3.77,0.5,8.15,8.15
334,20,12,137,39,18,19,2,84,109,44,554,25,114,16,63,4.3,1.79,100.54,193.18,22.04,86.44,2.51,16.28,16.16,2.75,14.84,3.22,8.81,1.42,9.39,1.28,16.88,16.88
350,16,13,129,11,15,64,22,84,146,30,328,18,197,28,65,1.69,1.19,32.89,68.15,7.57,20.15,1.51,6.08,5.53,0.99,6.07,1.44,4.16,0.68,4.4,0.63,8.64,8.64
326,17,14,115,17,15,46,17,90,131,32,382,20,154,17,64,1.85,1.22,45.31,84.16,9.5,37.25,1.6,7.29,6.51,1.14,6.58,1.46,3.99,0.64,4.08,0.58,10.72,10.72
405,14,16,125,35,22,43,16,76,144,44,1337,31,156,14,67,2.11,1.41,122.24,231.47,26.47,103.59,2.82,19.87,18.17,2.87,14.83,3.14,8.4,1.35,8.98,1.29,28.26,28.26
389,16,12,95,19,21,33,11,81,151,32,565,18,107,13,62,2.18,1.26,74.68,139.76,15.91,62.38,2.04,11.91,10.23,1.69,9.15,1.97,5.2,0.82,5.5,0.8,17.54,17.54
391,10,12,87,23,26,31,13,80,136,32,513,20,100,14,43,1.98,1.29,77.29,142.88,16.28,63.61,1.94,12.22,10.56,1.73,9.23,1.93,4.98,0.78,5.2,0.75,16.26,16.26
363,15,13,93,18,18,37,14,86,135,30,496,19,118,17,54,1.96,1.23,61.74,121.43,13.97,50.75,1.85,10.6,9.2,1.53,8.34,1.8,4.79,0.76,5.06,0.73,15.82,15.82
359,18,9,108,17,15,15,5,82,159,30,415,18,97,15,56,2.47,1.29,53.8,97.04,11.37,45.39,1.64,8.93,8.47,1.36,6.85,1.47,3.94,0.64,4.58,0.63,11.78,11.78
332,17,10,107,9,16,13,5,70,166,31,482,16,93,14,53,1.9,1.19,59.67,117.13,13.08,51.5,1.8,9.81,9.32,1.48,7.8,1.67,4.5,0.75,4.82,0.7,17.34,17.34
407,20,10,122,20,16,20,2,86,145,30,475,20,109,20,62,2.06,1.18,49.38,96.4,10.86,42.72,1.61,8.11,7.73,1.25,6.73,1.44,3.87,0.63,4.03,0.58,14.56,14.56
366,17,10,104,21,13,12,5,66,170,31,567,19,96,11,45,1.84,1.21,70.1,135.09,15.18,59.71,1.9,11.18,10.6,1.68,8.88,1.89,4.99,0.8,5.2,0.75,21.1,21.1
339,16,12,131,26,13,10,1,48,190,40,743,23,81,6,45,1.54,1.41,97.09,183.01,22.39,80.41,2.42,15.39,14.67,2.35,12.9,2.83,7.82,1.3,8.42,1.22,28.76,28.76
441,22,10,116,33,18,19,2,132,120,39,459,19,105,18,77,2.32,1.4,95.96,182.19,21.98,78.12,2.32,14.32,12.69,1.9,9.11,1.78,4.54,0.71,4.51,0.64,14.04,14.04
425,22,9,92,28,20,14,5,147,137,38,235,12,79,20,61,2.83,1.46,83.33,155.18,17.91,67.43,2.18,12.34,11.04,1.67,8.5,1.72,4.41,0.69,4.35,0.61,7.13,7.13
353,17,12,105,21,19,39,16,85,144,32,494,21,126,22,61,1.98,1.14,59.65,120.05,13.64,48.16,1.72,10.25,9.41,1.53,8.07,1.72,4.55,0.73,4.74,0.67,15.14,15.14
401,10,15,111,25,21,38,15,72,138,38,870,26,118,13,63,1.97,1.3,86.84,165.39,18.83,69.11,2.1,14.18,13.15,2.11,11.35,2.47,6.64,1.07,6.98,0.99,21.93,21.93
361,12,13,111,25,25,38,15,101,146,40,553,28,119,20,59,2.49,1.34,111.65,212.1,23.71,91.41,2.52,17.12,15.41,2.38,11.51,2.25,5.65,0.87,5.67,0.81,19.66,19.66
386,13,12,86,24,26,32,15,88,156,34,491,19,104,16,49,2.31,1.27,64.93,126.24,14.12,54.86,1.77,10.51,9.71,1.54,8.18,1.7,4.53,0.71,4.54,0.65,14.09,14.09
376,14,13,112,19,25,46,18,88,154,31,465,19,119,23,66,2.1,1.28,63.21,122.63,13.91,54.49,1.85,10.5,9.74,1.58,8.76,1.85,5.08,0.81,5.18,0.72,13.05,13.05
366,12,11,84,24,15,31,16,79,153,32,505,18,102,13,46,1.95,1.27,72.86,143.73,16.33,60.85,1.89,12.21,11.15,1.75,9.26,1.91,5.12,0.81,5.18,0.73,16.5,16.5
375,11,11,92,21,19,31,14,80,147,30,440,18,100,18,54,1.81,1.23,62.65,122.2,13.75,50.47,1.77,10.26,9.35,1.46,7.82,1.59,4.33,0.68,4.39,0.61,12.75,12.75
361,11,13,93,27,23,31,13,71,378,36,550,17,106,10,45,1.79,1.16,80.35,152.93,16.78,65.27,1.99,12.23,11.17,1.77,9.2,1.88,5.07,0.78,5.04,0.71,16.97,16.97
354,17,10,101,20,15,14,5,70,197,30,446,15,101,11,47,1.89,1.16,60.3,115.87,12.91,51.02,1.72,9.65,8.98,1.41,7.48,1.58,4.21,0.69,4.48,0.65,17.52,17.52
370,18,9,99,32,18,13,3,89,133,36,539,16,100,15,50,2.1,1.43,82.42,159.92,17.6,67.59,1.91,12.5,11.46,1.74,8.94,1.84,4.88,0.8,5.13,0.74,17.4,17.4
445,20,9,117,30,17,20,2,98,120,34,554,17,122,19,57,2.06,1.3,81.13,153.87,17.1,66.26,2.07,12.2,11.21,1.72,8.93,1.86,4.91,0.79,5.03,0.72,16.55,16.55
412,21,10,105,44,17,16,1,125,136,43,513,16,113,13,61,2.42,1.43,124.27,229.66,30.23,98.87,2.74,17.71,15.82,2.3,11.27,2.2,5.55,0.87,5.46,0.77,15.92,15.92
465,21,9,95,40,21,14,1,128,128,42,378,14,89,18,63,2.38,1.51,112.24,221,26.43,89.04,2.52,15.76,14.07,2.07,10.4,2.09,5.41,0.85,5.22,0.73,11.48,11.48
450,14,13,111,18,24,43,15,85,144,35,500,36,109,24,71,2.24,1.19,59.48,119.39,13.66,47.89,2.14,10.82,10.11,1.65,8.81,1.89,4.97,0.79,5.17,0.73,15.39,15.39
405,17,12,115,29,23,43,19,127,130,39,479,16,119,27,82,2.2,1.32,119.79,224.78,25.11,96.99,2.32,17.91,16,2.39,11.35,2.17,5.33,0.8,5.16,0.73,16.29,16.29
364,15,13,102,30,23,36,15,93,142,37,606,21,121,21,55,1.89,1.26,119.54,224.65,25.3,97.78,2.37,17.98,15.97,2.44,11.73,2.27,5.74,0.88,5.78,0.82,19.69,19.69
372,11,11,82,42,23,26,13,65,175,42,852,19,112,9,39,1.63,1.32,134.42,250.3,28.19,109.37,2.51,20.04,18.02,2.74,13.65,2.64,6.87,1.06,6.79,0.97,25.67,25.67
343,16,13,112,25,22,50,18,122,127,39,346,14,128,29,79,2.18,1.61,113.61,216.32,24.18,92.55,2.27,16.94,15.39,2.34,11.65,2.27,5.83,0.88,5.41,0.75,9.43,9.43
360,19,12,102,34,22,44,15,117,136,37,361,14,127,26,71,2.28,1.57,113.74,213.1,23.64,90.43,2.18,16.18,14.51,2.15,10.36,1.9,4.71,0.7,4.39,0.6,9.97,9.97
403,13,12,93,25,32,35,15,97,132,34,502,17,114,22,58,1.71,1.28,77.83,149.1,16.72,64.48,1.84,12.01,10.92,1.69,8.68,1.73,4.66,0.73,4.55,0.64,13.19,13.19
385,16,13,111,20,23,45,17,81,179,35,508,29,132,19,58,1.91,1.2,64.55,127.11,14.52,52.98,2.11,11.26,10.63,1.73,9.6,2.03,5.65,0.91,5.75,0.82,15.91,15.91
420,11,12,84,33,20,34,13,81,157,35,579,17,110,16,49,1.93,1.32,110.16,206.8,23.03,88.37,2.27,16.12,14.45,2.19,11.03,2.15,5.65,0.89,5.58,0.78,17.21,17.21
387,21,10,114,35,23,20,3,129,146,40,466,17,110,24,74,2.21,1.42,108.05,206.1,25.53,87,2.38,15.75,14.5,2.17,11.01,2.21,5.82,0.89,5.7,0.8,14.04,14.04
385,19,9,105,32,19,15,2,96,119,35,512,16,89,14,52,1.88,1.31,83.23,161.93,17.59,68.04,1.96,12.3,11.28,1.71,8.92,1.84,4.92,0.77,4.95,0.71,16.9,16.9
387,22,10,123,54,20,20,6,138,100,46,449,18,107,20,74,2.14,1.64,209.17,390.42,44.9,167.54,3.8,25.72,23.57,3.47,17.6,3.57,8.22,1.38,7.53,1.17,14.05,14.05
456,23,10,101,27,20,19,1,156,129,35,256,14,89,22,72,2.42,1.42,76.5,144.03,15.51,60.49,1.78,10.68,9.66,1.42,7.05,1.39,3.6,0.55,3.45,0.48,7.88,7.88
346,11,14,103,24,14,33,14,66,162,32,583,19,118,13,48,1.69,1.14,59.41,112.78,13.05,51.62,1.71,10.06,9.15,1.46,7.82,1.65,4.43,0.72,4.69,0.67,18.22,18.22
390,17,12,113,30,19,38,14,104,129,37,459,19,131,24,67,1.83,1.34,131.97,255.66,27.54,105.88,2.52,18.29,15.34,2.55,11.04,2.03,5.44,0.81,5.19,0.72,16.84,16.84
375,14,13,108,29,22,40,14,100,134,37,498,18,125,21,63,1.81,1.25,94.23,177.66,19.91,76.21,1.98,13.91,12.46,1.88,9.49,1.87,4.83,0.74,4.83,0.69,13.5,13.5
441,15,13,103,38,22,41,16,117,149,42,497,18,112,25,69,1.97,1.37,114.08,201.77,22.62,86.46,2.13,16.04,14.8,2.28,11.25,2.22,5.67,0.87,5.51,0.77,13.43,13.43
396,15,13,110,39,24,48,17,120,111,41,451,17,123,30,65,2.26,1.53,131.23,253.02,25.77,108.8,2.3,18.08,16.6,2.57,12.8,2.56,6.58,1.01,6.41,0.89,13.51,13.51
366,9,12,93,31,27,38,15,100,129,36,526,18,120,23,57,2.33,1.4,90.56,177.04,20.45,79.15,2.04,14.72,13.33,2.05,10.07,1.99,5.17,0.8,5.15,0.74,15.8,15.8
469,15,12,97,29,24,40,17,123,133,38,498,19,113,21,61,1.99,1.34,107.44,191.23,21.4,81.79,2.05,15.12,13.75,2.1,10.47,2.07,5.36,0.83,5.34,0.76,15.78,15.78
525,15,12,114,17,27,53,18,129,126,35,399,20,130,34,71,2.13,1.27,72.02,134.02,14.76,57.04,1.8,10.81,9.82,1.54,8.06,1.66,4.41,0.7,4.48,0.64,12.07,12.07
449,11,12,97,25,22,38,15,100,131,33,482,20,109,18,47,2.15,1.25,75.05,139.33,15.52,59.76,1.8,11.15,9.97,1.56,8.11,1.68,4.45,0.7,4.64,0.66,14.67,14.67
437,20,9,120,36,20,20,1,118,109,38,569,18,120,22,61,2.04,1.33,99.7,192.09,23.31,80.52,2.12,14.46,13.37,2,10.22,2.06,5.5,0.85,5.48,0.78,13.58,13.58
395,20,11,128,67,20,19,4,106,126,46,582,17,106,23,62,1.66,1.57,212.44,394.96,49.47,168.47,3.07,28.14,25.41,3.63,17.6,3.32,8.49,1.29,8.17,1.13,15.93,15.93
412,21,11,131,135,23,17,6,120,117,71,852,19,87,18,70,1.97,1.86,507.72,954.99,101.73,400.74,7.25,59.75,56.38,7.69,33.11,5.61,12.89,1.79,11.01,1.47,20.76,20.76
400,14,11,90,74,29,35,15,98,123,59,389,18,77,17,64,2.11,1.88,290.52,580.2,56.09,213,4.17,38.28,34.41,5.37,27.1,5.5,13.22,2.17,12.57,1.85,12.83,12.83
351,17,15,127,16,18,56,17,101,136,39,449,21,161,29,77,2.3,1.24,74.85,145.31,16.72,60.28,1.97,12.41,11.63,1.87,10.04,2.09,5.42,0.86,5.49,0.77,12.74,12.74
284,11,13,108,24,25,45,14,119,114,40,494,20,121,29,72,2.23,1.39,97.16,186.1,20.78,79.87,2.02,14.7,13.34,2.08,10.42,2.05,5.28,0.84,5.51,0.77,14.48,14.48
309,14,14,134,20,23,65,21,92,135,33,430,16,178,29,76,1.85,1.19,61.11,129.93,14.74,49.61,1.9,11,10.25,1.66,8.76,1.83,4.91,0.78,5.08,0.73,13.2,13.2
391,11,17,136,21,18,56,24,94,125,37,563,32,149,29,78,1.81,1.32,81.72,156.2,17.45,68.84,2.28,13.45,12.66,2.06,11.15,2.37,6.45,1.04,6.79,0.98,16.25,16.25
405,18,13,115,42,23,47,20,145,100,41,379,17,102,32,72,2.45,1.63,164.48,300.66,32.6,123.56,2.47,22.25,20.07,3,14.06,2.62,6.46,0.96,6.08,0.85,10.76,10.76
504,17,11,97,35,23,38,15,129,136,36,500,17,100,15,61,2.01,1.36,105.5,199.66,21.76,82.41,2.02,14.55,12.8,1.89,8.98,1.73,4.5,0.7,4.58,0.66,13.95,13.95
493,19,13,102,33,22,43,16,153,127,40,447,19,107,21,70,2.29,1.44,126.69,226.52,25.19,96.24,2.13,17.32,15.2,2.3,11.13,2.15,5.42,0.83,5.35,0.75,13.58,13.58
437,16,14,110,58,26,44,18,138,126,47,582,17,130,32,70,2.04,1.56,170.84,328.12,36.24,138.86,2.68,24.88,22.15,3.3,15.41,2.86,6.94,1.02,6.5,0.91,18.45,18.45
483,19,12,105,68,23,38,16,120,152,44,597,21,114,26,61,2.08,1.37,132.56,267.78,29.12,110.85,2.41,19.99,17.81,2.71,13.43,2.65,6.83,1.06,6.79,0.97,18.6,18.6
444,23,10,117,31,21,23,3,133,114,37,427,19,105,26,68,2.08,1.32,91.69,176.29,19.77,72.77,1.98,12.95,11.87,1.76,9.01,1.83,4.84,0.75,4.85,0.67,11.29,11.29
423,8,9,104,31,17,5,5,54,182,41,504,20,129,5,77,1.47,1.45,246.43,458.13,55.25,56.24,3.56,30.13,27.06,3.68,16.81,3.1,7.77,1.17,7.39,1.02,13.2,13.2
419,19,10,116,119,24,13,7,97,93,58,626,14,64,23,62,1.25,1.97,465.77,879.1,107.37,365.2,4.92,57.85,51.6,6.85,28.8,4.86,11.46,1.67,10.41,1.43,18.37,18.37
400,22,10,111,60,19,17,2,34,114,46,346,16,93,31,66,2.3,1.62,228.28,428.59,53.33,167.9,3.39,30.93,27.24,3.78,17.12,3.06,7.19,1.04,6.37,0.88,9.1,9.1
262,14,14,85,14,18,30,9,61,157,28,414,16,101,15,46,1.79,1.39,49.16,95.92,10.47,40.83,7.73,1.42,7.15,1.14,6.32,1.39,3.78,0.61,4,0.57,10.74,10.74
305,16,14,131,13,25,46,16,75,105,28,305,15,117,40,45,1.86,1.56,49.16,94.23,10.38,40.32,7.52,1.45,6.89,1.07,5.78,1.24,3.31,0.53,3.39,0.48,9.18,9.18
346,16,13,98,14,23,49,15,106,157,32,298,15,120,35,74,2.11,1.51,43.4,83.34,9.38,36.19,6.86,1.32,6.29,1.01,5.59,1.22,3.33,0.53,3.44,0.49,8.99,8.99
293,14,14,95,13,19,40,17,89,175,29,305,16,100,36,65,2.16,1.74,37.78,75.85,8.57,33.24,6.32,1.21,5.83,0.94,5.21,1.14,3.13,0.5,3.27,0.47,9.23,9.23
351,14,16,92,17,17,36,12,71,269,28,463,19,102,22,47,1.78,1.4,56.98,108.64,12.03,46.39,8.56,1.44,7.51,1.16,6.2,1.33,3.65,0.59,3.86,0.56,12.24,12.24
267,13,14,100,15,17,30,17,59,117,27,380,16,96,28,45,1.76,1.3,51.21,97.03,10.9,42.32,8,1.48,7.42,1.17,6.42,1.37,3.73,0.6,3.86,0.55,10.76,10.76
301,16,14,106,14,22,40,17,87,105,28,271,15,110,33,62,1.85,1.41,45.73,89.45,10.02,38.89,7.47,1.38,6.98,1.12,6.15,1.31,3.59,0.57,3.65,0.52,8.2,8.2
382,18,18,133,13,24,39,18,78,136,29,298,17,106,30,67,1.82,1.26,41.94,84.93,9.6,37.51,7.3,1.52,7.16,1.2,7.08,1.62,4.55,0.73,4.7,0.66,9.49,9.49
280,15,15,172,11,26,32,20,32,150,25,366,13,107,22,97,1.18,1.23,41.75,83.49,9.62,37.77,7.53,1.58,7.6,1.26,7.29,1.61,4.41,0.71,4.61,0.65,11.54,11.54
320,16,13,130,16,22,32,15,56,126,23,321,13,89,26,49,1.59,1.17,64.74,111.02,12.45,47.74,8.89,1.59,8.18,1.24,6.57,1.38,3.74,0.59,3.85,0.55,10.63,10.63
245,13,12,90,18,26,31,13,58,107,29,501,16,90,18,63,1.61,1.2,57.2,109.51,12.33,47.5,8.76,1.46,7.9,1.23,6.74,1.46,4.04,0.66,4.32,0.62,15.44,15.44
281,15,11,87,23,25,30,12,67,125,32,613,20,94,17,45,1.84,1.28,70.58,133.71,15.03,58.92,10.69,1.77,9.93,1.6,8.91,1.96,5.53,0.9,5.86,0.85,17.09,17.09
358,15,14,103,16,21,39,13,67,269,29,433,16,83,20,47,1.7,1.31,58.71,108.9,12.36,48.02,8.91,1.54,8.09,1.25,6.87,1.5,4.15,0.66,4.33,0.62,13.26,13.26
402,15,12,82,14,25,38,12,94,187,30,372,16,99,26,70,2.08,1.33,48.23,90.69,10.41,40.57,7.6,1.49,7.18,1.12,6.04,1.3,3.5,0.58,3.68,0.53,11.97,11.97
366,14,12,87,15,28,35,14,77,155,29,405,14,94,21,60,2.17,1.53,51.45,97.27,11.29,44.45,8.42,1.58,8.01,1.27,7.04,1.56,4.38,0.72,4.8,0.69,14.17,14.17
265,16,14,98,13,24,37,12,63,211,31,402,20,101,28,64,1.72,2.28,46.04,78.66,10.33,40.28,7.48,1.37,6.48,1.13,6.09,1.34,3.75,0.6,3.81,0.53,10.17,10.17
392,16,16,95,12,22,49,16,98,180,29,278,14,108,30,64,2.17,1.66,41.8,79.36,8.81,34,6.37,1.21,5.82,0.91,5.08,1.11,3.02,0.49,3.22,0.46,9.18,9.18
379,15,12,93,17,20,41,14,83,142,31,433,14,109,20,56,2.15,1.49,57.97,109.2,12.35,47.83,8.87,1.54,8.02,1.25,6.8,1.46,3.97,0.63,4.12,0.59,12.64,12.64
