Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Hf 
345,21,14,116,16,24,51,18,129,126,32,250,15,136,32,79,2.5328,1.6658,55.4573,87.0465,12.1158,48.423,9.1167,1.6449,7.7413,1.3119,7.0567,1.2669,3.6434,0.526,3.4247,0.5047,7.0328,7.0328
338,28,14,112,19,26,76,23,167,152,36,274,18,187,49,93,2.531,1.509,57.7927,83.725,12.1289,47.5636,8.5911,1.6128,7.5439,1.273,6.7138,1.2208,3.6323,0.5373,3.5454,0.5251,8.5178,8.5178
345,22,16,146,15,26,70,26,119,125,34,219,20,180,41,88,2.5513,1.5567,35.1096,66.6234,8.2045,34.3094,7.1202,1.6278,6.245,1.1802,6.6409,1.2233,3.7006,0.5563,3.7536,0.5392,6.762,6.762
336,25,16,121,12,23,71,20,114,142,37,238,21,185,37,80,2.5712,1.5431,30.6628,58.7535,7.3081,30.6987,6.3257,1.5675,5.9073,1.1245,6.729,1.2694,3.9316,0.6013,4.1256,0.6039,7.8245,7.8245
374,21,13,102,13,24,52,17,95,160,39,342,18,126,37,71,2.0667,1.1188,35.4118,66.5364,8.0049,33.1266,6.9737,1.5144,6.3348,1.2381,7.4897,1.4335,4.4863,0.7146,4.723,0.6932,11.9496,11.9496
287,26,13,102,16,28,60,17,132,135,36,327,18,145,39,72,2.1856,1.3517,43.9211,81.4073,9.545,38.627,7.4414,1.442,6.3968,1.1371,6.4692,1.1776,3.6048,0.5853,3.6684,0.5442,9.6386,9.6386
343,27,17,96,23,38,49,19,174,150,39,323,17,107,59,76,3.4763,1.9134,94.8184,178.6061,19.9838,76.541,14.6657,2.6554,12.1838,2.154,10.4399,1.7664,5.4259,0.7226,4.9058,0.7088,12.5187,12.5187
310,31,15,141,17,17,69,25,106,134,69,559,37,170,50,80,2.4409,1.5912,73.1925,119.3073,15.9821,64.6903,13.1832,2.6865,12.3486,2.5426,15.2125,2.7134,9.4038,1.404,8.995,1.2591,15.6266,15.6266
303,18,16,112,19,22,59,25,102,159,34,340,18,133,50,80,1.7006,1.3076,56.0231,96.3883,11.533,45.377,8.4334,1.4123,7.0508,1.3233,7.148,1.2656,4.4613,0.6933,4.5374,0.655,11.3553,11.3553
249,26,16,138,11,16,73,29,88,153,34,331,17,158,60,90,1.522,1.5037,37.4901,68.0587,8.3362,34.1217,6.7667,1.5675,6.0076,1.264,7.4393,1.425,4.8274,0.6932,4.5992,0.6426,12.3709,12.3709
376,27,14,111,16,21,46,18,93,147,39,396,21,115,32,61,1.92,1.48,45.69,86.16,10.12,41.34,8.04,1.64,7.73,1.33,7.47,1.41,4.3,0.68,4.04,0.64,13.5,13.5
310,24,16,112,19,22,69,18,121,158,36,437,25,154,43,71,1.99,1.32,47.95,90.15,10.01,39.55,7.21,1.58,7.19,1.33,7.21,1.42,4.33,0.69,4.14,0.6,16.24,16.24
375,31,14,130,10,17,50,27,104,143,37,313,27,103,41,87,2.1025,1.475,48.7754,91.3899,11.226,45.4647,9.5526,2.2035,8.1349,1.5853,9.3775,1.7532,5.2551,0.8424,5.4879,0.744,11.7315,11.7315
375,36,15,129,8,22,59,16,110,130,42,363,24,128,34,72,2.1251,1.565,46.909,87.2855,10.8994,43.866,9.214,1.9829,7.971,1.5348,9.5818,1.8706,5.387,0.8524,5.8629,0.8108,13.7774,13.7774
324,25,19,141,15,23,57,28,98,189,33,251,16,139,39,103,1.4376,1.4263,38.5563,70.353,8.4429,35.2328,7.1179,1.5326,6.4928,1.21,7.1369,1.3729,4.1665,0.6498,4.3278,0.6371,7.8007,7.8007
371,21,14,111,15,26,54,20,103,155,34,270,15,133,42,82,1.7544,1.2668,35.5316,64.9001,7.6928,31.3855,6.3599,1.3584,5.7069,1.0668,6.3561,1.1829,3.6946,0.5898,3.8606,0.5613,8.0234,8.0234
419,20,11,82,11,23,40,19,81,172,30,255,15,104,30,67,1.671,1.1182,26.9202,51.332,6.0228,24.4924,5.1729,1.1807,4.6594,0.9363,5.6125,1.0762,3.3263,0.5382,3.5002,0.5283,8.6836,8.6836
422,17,13,98,14,22,46,21,88,148,34,281,16,121,32,79,1.9266,1.2881,50.4402,87.1768,10.6129,43.1776,8.2012,1.5683,7.2365,1.286,7.388,1.3484,4.1695,0.6565,4.1396,0.6206,9.1591,9.1591
436,11,11,89,11,24,36,15,94,176,30,313,16,120,31,77,1.8799,1.4154,45.2878,81.9906,9.8665,40.0855,7.707,1.4622,6.6866,1.1688,6.6682,1.2088,3.6485,0.5768,3.739,0.5478,11.102,11.102
477,23,13,94,68,25,71,20,129,130,67,328,18,122,44,71,2.7805,3.4641,254.3857,478.497,55.4996,211.1406,38.7476,5.9741,31.2914,4.5395,20.1391,3.3125,9.8772,1.2468,8.0334,1.2368,12.3938,12.3938
379,24,17,108,10,24,59,24,77,212,30,408,14,119,50,72,2.24,1.2,34.92,69.95,7.58,30.35,5.58,1.38,5.57,0.98,5.62,1.07,3.37,0.57,3.48,0.51,13.4,13.4
422,18,16,112,13,21,76,32,95,197,28,232,15,125,50,87,1.6158,1.3646,45.0612,84.6265,10.1587,41.0362,8.7634,1.5235,6.7928,1.1021,6.9937,1.3515,3.9551,0.6107,4.3819,0.6973,16.3778,16.3778
430,30,14,110,13,23,69,37,95,151,33,315,18,113,36,78,1.8221,1.5638,69.058,132.7266,15.6291,63.6442,13.7102,2.0444,9.3079,1.5899,9.1008,1.6948,5.3363,0.8225,5.9748,0.9,22.4192,22.4192
419,23,14,106,11,22,73,30,98,150,28,254,12,135,63,91,2.0449,1.3076,44.1418,82.7667,10.1224,41.6548,9.0295,1.66,6.6217,1.2222,7.1975,1.4196,4.0728,0.6647,4.9305,0.7826,20.714,20.714
347,15,15,96,15,24,59,31,89,146,34,338,15,107,39,77,1.7264,1.4683,60.2786,116.9154,14.3029,58.5491,13.3514,1.9665,8.9988,1.6896,10.242,1.857,5.6633,0.9756,6.352,1.1005,30.9118,30.9118
390,21,17,105,8,22,60,28,107,129,32,274,19,111,41,80,2.2841,1.3693,53.1172,101.6897,12.1182,49.8876,10.7862,1.7902,8.2917,1.4515,9.6071,1.7241,5.3875,0.9223,6.5564,1.0396,27.5096,27.5096
336,17,21,131,10,25,79,33,123,91,27,190,14,135,68,104,2.0469,1.4777,57.6035,107.1229,12.9994,52.9703,11.8945,1.9154,8.3419,1.5107,9.3352,1.6409,4.8488,0.7869,5.7397,1.0108,23.6739,23.6739
396,27,22,131,6,27,84,39,100,119,40,251,19,148,49,115,1.8916,1.3955,47.7875,89.8613,11.4242,47.9728,11.4893,2.17,9.1955,1.8305,11.8321,2.2989,7.0246,1.3027,8.2254,1.3701,27.6887,27.6887
348,25,17,119,11,16,75,32,96,128,40,283,21,142,41,96,1.7626,1.2994,72.0778,140.7516,16.8982,67.1991,14.7547,2.2564,10.7712,2.0429,12.8345,2.5156,7.8635,1.3374,8.6036,1.5623,29.2775,29.2775
314,20,18,111,11,20,71,33,79,121,38,340,18,122,36,76,2.1215,1.2465,33.605,63.1483,7.622,31.9765,7.01,1.7185,7.0721,1.4131,9.1766,1.7709,5.3704,0.837,5.4947,0.8304,14.2004,14.2004
377,20,17,120,11,24,77,29,100,127,29,224,14,137,54,77,1.8516,1.5539,36.7035,70.0903,8.1963,33.6411,6.6811,1.5249,6.464,1.095,6.7074,1.1832,3.7563,0.5396,3.5632,0.5557,9.4114,9.4114
334,22,18,115,12,22,77,29,94,119,30,282,17,148,44,77,1.711,1.3345,56.9939,106.5527,12.3485,49.9489,8.8012,1.7546,8.8563,1.4068,8.0261,1.3918,4.3452,0.6153,3.6834,0.6641,12.0576,12.0576
484,14,16,72,45,24,90,20,108,77,85,186,7,108,76,91,2.57,4.56,129.8,242.65,27.04,109.12,18.32,3.17,17.44,3.03,18.55,3.93,13.09,2.08,12.73,1.75,5.71,5.71
483,25,19,146,30,27,60,24,161,126,38,299,17,132,49,93,2.69,2,120.01,234.25,27,108.1,19.31,3.2,16.57,2.5,10.8,1.71,4.91,0.74,4.46,0.64,10.54,10.54
300,22,21,142,17,21,62,32,114,123,38,268,17,141,53,84,3.6,1.79,65.93,121.54,14.36,57.47,11.78,1.88,8.66,1.68,9.66,1.8,5.37,0.83,5.29,0.82,8.97,8.97
287,16,17,112,17,19,63,23,111,165,55,697,26,137,45,79,3.24,1.65,75.17,134.79,16.51,65.14,12.89,2.05,9.57,1.91,11.02,2.12,6.42,1.03,6.88,1.07,24.75,24.75
369,28,14,109,7,19,54,23,86,166,36,348,17,134,36,70,1.8125,1.3724,42.6969,79.5021,9.6204,39.0097,7.7544,1.7722,6.5829,1.3268,8.1245,1.5842,4.9063,0.7684,4.826,0.7418,12.6226,12.6226
366,21,14,122,14,22,54,23,109,115,45,651,27,115,40,70,2.13,1.66,37.61,72.26,8.58,34.88,7.46,1.75,7.58,1.49,8.85,1.79,5.6,0.92,5.98,0.83,22.12,22.12
314,26,15,131,12,20,57,20,112,121,33,258,16,121,50,80,1.6321,1.7175,50.2835,91.6536,10.9521,42.6751,8.7327,1.734,7.3678,1.3981,7.1901,1.3727,3.962,0.6088,3.7331,0.5865,11.0438,11.0438
305,24,17,147,11,22,58,28,96,114,49,566,26,128,44,84,1.9716,1.4454,41.7769,78.7062,9.7017,39.977,9.2077,2.0935,8.0717,1.7045,10.9689,2.0841,6.4303,1.0154,6.9318,1.0778,20.7427,20.7427
418,28,15,133,9,15,44,24,79,141,47,345,35,104,32,82,1.7408,1.4759,41.6419,79.9677,10.0619,42.1867,9.5816,2.5552,8.6031,1.7068,10.42,2.0474,5.946,0.9669,6.5689,0.8696,13.9275,13.9275
331,24,12,107,8,18,59,26,102,140,46,421,22,140,28,73,1.8628,1.3668,33.7053,64.5215,8.0936,33.4131,7.5508,2.0074,6.8654,1.5565,9.6153,1.826,6.0827,1.0246,6.3584,0.8969,18.2313,18.2313
368,27,16,113,10,22,99,35,111,141,34,223,19,183,53,95,2.161,1.3577,31.3282,58.6174,7.0684,30.0561,6.3542,1.4591,5.9656,1.1427,7.4956,1.3768,4.6283,0.6931,4.4187,0.6814,8.4493,8.4493
312,22,19,112,10,25,93,32,107,113,39,281,20,166,49,81,2.3723,1.3052,45.388,84.2705,10.4678,43.7786,8.5258,1.8835,8.3612,1.5397,9.8341,1.8851,6.056,0.8555,5.7071,0.8426,10.8165,10.8165
352,20,13,105,10,18,48,19,92,152,41,370,19,130,32,78,1.9571,1.2547,40.2076,78.1135,9.1449,37.4947,7.5668,1.5616,7.0304,1.3546,7.84,1.5416,4.8249,0.7332,5.0709,0.7312,11.0368,11.0368
341,31,16,99,40,28,31,13,156,168,54,661,21,67,30,73,2.73,1.64,97.67,189.02,21.19,84.01,14.19,2.51,13.75,2.25,12.24,2.35,7.5,1.16,7.06,1.06,24.64,24.64
406,29,19,125,24,30,48,17,176,143,45,430,20,87,47,96,2.62,1.69,96.18,179.92,20.51,81.38,13.84,2.36,12.9,2.07,10.92,2.01,6.03,0.88,5.19,0.76,16.79,16.79
390,30,14,98,29,25,31,17,117,186,67,762,37,80,27,66,3.383,2.0048,121.8906,229.9779,26.5755,101.9293,19.3214,3.6162,17.335,2.9128,16.9647,3.3518,9.965,1.4537,9.2908,1.4205,27.5802,27.5802
414,24,15,123,22,20,48,23,84,169,55,554,27,108,33,70,2.19,2.07,109.3,222.79,23.16,94.38,17.14,2.74,16,2.79,14.62,2.82,8.73,1.42,8.85,1.19,21.71,21.71
360,22,18,122,9,27,84,36,92,146,25,191,13,152,64,95,1.8095,1.4239,43.711,79.35,9.4078,38.252,7.56,2.0215,6.784,1.174,7.0589,1.47,4.113,0.758,4.2784,0.6768,7.2933,7.2933
345,26,15,114,10,19,68,32,94,138,36,288,19,125,40,75,1.8594,1.3407,34.7226,64.2671,7.7861,34.0183,7.1008,1.7843,6.8914,1.3031,8.5612,1.6121,5.2904,0.7472,5.1153,0.8043,13.4574,13.4574
365,18,14,111,9,21,66,32,95,120,36,324,17,113,39,81,1.8095,1.4139,42.2711,79.335,9.6078,40.7252,7.9956,2.0215,7.8784,1.4174,9.0589,1.6747,5.3113,0.8058,5.4784,0.7768,11.933,11.933
369,27,15,127,9,20,82,35,105,114,46,444,22,135,57,90,1.7693,1.4455,46.686,87.5817,10.7947,46.1879,9.2857,2.2865,9.17,1.7529,11.1542,2.0326,6.532,0.9468,6.5913,0.9941,18.2772,18.2772
336,31,17,109,7,24,172,36,116,203,49,429,28,302,44,80,2.1207,1.1838,41.6174,80.5559,9.1841,39.2892,8.0794,1.7956,8.2614,1.5675,11.1063,2.2254,7.0602,1.0362,7.0971,1.0958,16.4696,16.4696
310,34,20,146,2,19,73,43,64,142,34,182,12,96,48,87,1.3093,1.2627,39.0828,71.6553,8.7527,37.6228,7.7654,1.7403,7.4977,1.303,8.0706,1.3923,4.4903,0.5689,4.1989,0.638,4.3525,4.3525
341,20,15,113,12,26,76,35,110,120,34,269,19,125,49,77,2.1849,1.2918,47.7143,86.8633,10.4061,43.1342,8.0816,1.8085,7.6259,1.3803,8.4279,1.5706,4.9924,0.7679,4.9746,0.7025,11.4776,11.4776
377,28,17,115,9,20,58,23,112,189,35,284,17,145,36,84,2.3248,1.3466,53.8394,102.1957,11.114,44.5009,8.1522,1.7103,7.2985,1.2795,7.1823,1.3749,4.2807,0.6107,4.1492,0.5922,8.4625,8.4625
264,20,17,84,19,16,47,16,83,187,44,396,16,97,27,81,2.6109,1.1612,70.3067,128.0585,15.1291,60.4772,11.0482,1.6174,9.404,1.5211,7.5327,1.3416,4.002,0.5644,3.7514,0.556,11.0001,11.0001
310,26,12,132,7,24,57,25,86,127,33,324,18,129,74,106,1.68,0.96,43.51,81.51,9.60,38.65,7.74,1.66,6.71,1.28,7.18,1.41,4.21,0.67,4.31,0.63,10.95,10.95
321,31,12,109,10,30,55,21,115,144,40,307,20,123,49,79,2.62,1.05,39.72,70.26,8.99,36.10,7.33,1.51,6.52,1.27,7.35,1.38,4.30,0.69,4.34,0.68,10.00,10.00
233,26,9,48,19,33,22,10,120,132,28,246,16,49,19,45,3.17,0.97,43.16,74.04,8.76,34.14,6.42,0.79,5.55,0.99,5.43,1.05,3.17,0.50,3.11,0.46,8.90,8.90
305,35,10,80,17,26,47,16,94,177,29,226,15,99,44,81,1.91,0.91,40.85,77.16,8.96,35.11,6.63,1.08,5.62,0.99,5.50,1.02,3.09,0.46,2.98,0.44,7.31,7.31
327,27,10,98,12,32,52,21,113,162,23,223,17,121,45,75,1.74,0.93,35.69,66.86,7.78,30.80,5.93,1.02,4.87,0.86,4.53,0.82,2.60,0.40,2.55,0.41,6.85,6.85
347,33,13,117,7,31,52,26,77,281,20,215,15,110,91,79,1.50,0.84,30.72,60.74,6.78,27.48,5.28,1.19,4.42,0.78,4.51,0.83,2.52,0.39,2.49,0.39,6.57,6.57
436,32,14,122,11,31,54,24,101,219,28,317,18,139,49,85,1.71,0.97,35.45,63.22,7.62,30.82,5.91,1.24,5.00,0.96,5.53,1.04,3.27,0.54,3.56,0.52,9.91,9.91
343,28,13,117,11,39,51,22,86,201,21,191,10,129,43,82,1.60,1.20,22.55,44.61,4.76,19.02,4.02,1.02,3.64,0.68,4.03,0.77,2.47,0.39,2.61,0.40,7.48,7.48
408,29,14,113,7,37,55,21,81,203,25,193,13,129,52,79,1.44,1.18,33.25,62.95,6.92,27.81,5.31,1.21,4.66,0.75,4.29,0.83,2.60,0.39,2.71,0.41,7.17,7.17
371,38,12,108,4,37,47,22,91,190,23,202,12,120,58,83,1.90,1.07,33.20,59.65,6.61,26.10,5.15,1.19,4.60,0.87,5.01,0.94,2.77,0.40,2.90,0.42,7.02,7.02
425,36,16,118,16,41,55,20,109,176,38,298,19,112,68,88,2.03,1.17,54.69,95.69,11.75,46.74,8.98,1.62,7.94,1.41,8.14,1.47,4.55,0.71,4.61,0.68,11.95,11.95
361,34,13,99,4,38,47,17,81,201,29,256,13,120,47,81,1.88,1.18,41.31,76.75,8.74,34.55,6.79,1.31,6.02,1.11,6.50,1.24,3.89,0.57,4.02,0.59,10.90,10.90
392,40,15,120,9,39,48,23,89,219,27,235,13,118,52,90,1.96,1.09,35.04,65.98,7.77,30.90,6.17,1.49,5.56,0.99,5.57,1.02,3.03,0.42,2.81,0.41,8.52,8.52
278,28,11,116,5,29,52,21,74,250,31,320,15,141,45,81,1.25,0.96,42.40,81.80,9.86,40.73,7.75,1.72,6.46,1.16,6.29,1.15,3.46,0.56,3.53,0.53,9.74,9.74
315,29,13,112,7,24,73,21,67,276,34,277,14,160,46,89,1.46,0.99,36.63,69.76,8.65,35.93,7.53,1.64,6.46,1.24,7.09,1.34,4.06,0.60,4.05,0.62,9.76,9.76
185,32,11,85,9,31,45,19,70,184,29,331,17,103,38,67,2.14,0.93,33.43,61.89,7.12,28.31,5.60,1.11,5.04,0.93,5.46,1.03,3.11,0.48,3.26,0.49,10.74,10.74
274,30,11,96,10,30,51,16,89,163,31,251,17,138,36,62,2.02,0.96,40.99,75.69,8.95,34.81,7.34,1.16,6.01,1.08,5.99,1.13,3.33,0.52,3.47,0.52,7.94,7.94
318,26,12,107,11,25,55,17,100,175,28,267,15,128,41,65,2.04,1.02,37.66,70.31,8.32,33.28,6.40,1.20,5.57,0.97,5.44,1.03,3.18,0.48,3.13,0.48,8.64,8.64
390,32,12,126,9,28,57,22,101,202,27,258,17,147,48,69,1.68,1.02,30.58,55.56,6.61,26.43,5.15,1.11,4.43,0.84,4.69,0.94,2.95,0.46,3.16,0.50,8.65,8.65
383,33,13,99,9,32,42,23,71,270,22,232,13,98,40,77,1.53,1.19,26.20,38.54,5.60,22.50,4.39,1.23,3.85,0.77,4.47,0.86,2.78,0.44,2.90,0.42,11.05,11.05
373,36,14,101,7,35,43,21,72,273,23,178,11,114,44,82,1.63,1.17,25.28,45.80,5.36,21.25,4.16,1.07,3.80,0.69,4.18,0.81,2.54,0.38,2.62,0.39,7.28,7.28
412,31,14,111,5,35,48,25,75,233,24,192,11,114,44,91,1.48,1.15,27.11,50.03,5.82,23.83,4.55,1.17,4.22,0.82,5.09,0.97,3.33,0.54,3.50,0.51,7.41,7.41
402,40,14,139,12,33,66,24,110,190,29,225,15,156,62,96,1.64,1.32,37.84,70.45,8.15,31.37,5.71,1.47,5.13,0.93,5.34,1.03,3.10,0.45,3.26,0.45,8.00,8.00
364,30,16,112,11,34,44,19,77,190,36,298,20,119,50,86,1.87,1.14,40.43,74.70,8.68,34.46,6.72,1.46,6.24,1.14,6.70,1.31,4.09,0.65,4.13,0.58,11.81,11.81
392,29,12,81,5,29,44,16,78,209,28,261,14,102,35,87,1.66,1.21,35.43,66.27,7.51,30.39,5.66,1.28,5.24,0.96,5.51,1.11,3.46,0.55,3.68,0.53,10.65,10.65
420,34,13,103,10,37,52,21,97,183,29,291,14,132,52,85,1.89,1.31,38.93,74.46,8.64,34.91,6.49,1.43,5.74,1.01,5.67,1.08,3.32,0.50,3.30,0.48,10.10,10.10
414,29,14,146,2,32,97,31,83,97,26,164,11,236,96,98,1.70,1.03,27.02,53.00,6.22,26.26,5.43,1.22,4.72,0.85,4.89,0.90,2.72,0.40,2.69,0.39,5.28,5.28
251,26,14,137,4,23,79,25,83,156,28,249,13,185,70,82,1.65,1.00,36.70,68.14,8.10,31.74,6.27,1.47,5.57,1.02,5.69,1.10,3.36,0.49,3.26,0.50,7.49,7.49
154,30,11,114,9,27,71,26,55,249,28,241,14,173,35,71,1.77,0.99,25.85,49.32,6.35,27.51,6.25,1.46,5.43,1.04,5.76,1.07,3.18,0.49,3.06,0.45,7.98,7.98
159,29,12,94,14,28,54,21,57,179,31,261,16,131,27,51,2.11,0.88,31.60,58.65,6.79,27.39,5.56,1.09,5.01,1.00,5.94,1.13,3.59,0.53,3.48,0.52,7.07,7.07
325,39,14,110,14,30,57,22,119,184,28,252,17,139,46,79,2.11,1.07,38.61,70.36,8.34,33.27,6.66,1.26,5.69,1.02,5.57,1.05,3.22,0.48,3.15,0.48,7.36,7.36
407,35,15,104,15,34,57,22,86,237,23,196,14,128,42,82,1.46,1.21,29.94,54.63,6.46,24.71,4.68,1.24,4.31,0.78,4.38,0.88,2.71,0.43,2.93,0.44,8.67,8.67
425,33,13,100,4,35,42,18,75,240,22,254,12,107,42,73,1.42,1.10,21.90,40.40,4.74,18.77,3.84,1.01,3.35,0.64,3.72,0.76,2.43,0.39,2.64,0.42,7.95,7.95
392,34,15,123,7,37,50,22,75,206,23,180,10,124,53,85,1.46,1.17,22.91,42.58,4.91,19.69,3.74,1.02,3.45,0.61,3.85,0.78,2.45,0.36,2.67,0.39,6.36,6.36
407,29,12,105,6,35,46,20,72,196,25,207,11,108,42,82,1.74,1.09,29.32,55.33,6.38,25.01,4.92,1.12,4.61,0.84,4.04,0.85,2.49,0.48,3.67,0.45,7.27,7.27
393,35,16,123,3,42,61,26,87,251,24,160,12,134,69,95,1.40,1.28,33.39,63.09,7.07,28.28,5.11,1.22,4.51,0.74,4.20,0.79,2.41,0.37,2.32,0.33,6.58,6.58
355,29,14,113,11,32,56,19,87,214,27,206,12,119,49,88,1.83,1.27,33.82,62.84,7.47,29.07,5.54,1.28,4.89,0.90,5.07,0.96,2.90,0.49,3.02,0.44,8.60,8.60
364,38,12,97,9,36,56,16,94,205,30,294,16,131,44,90,1.86,1.37,38.53,72.91,8.51,33.78,6.34,1.39,5.69,0.95,5.49,1.05,3.17,0.52,3.17,0.45,12.39,12.39
320,40,13,106,11,34,58,16,101,144,30,285,16,140,60,74,1.95,1.36,41.92,81.83,9.22,37.10,6.91,1.48,5.96,1.06,5.87,1.09,3.29,0.51,3.34,0.52,11.11,11.11
392,31,12,95,8,23,72,23,96,115,31,329,13,174,46,81,1.62,0.96,44.46,83.45,9.62,38.16,6.85,1.38,6.16,1.11,6.33,1.24,3.73,0.58,3.74,0.56,11.00,11.00
268,33,11,123,1,23,102,28,79,133,60,435,22,292,43,96,1.78,1.13,50.03,98.94,12.16,50.65,10.62,2.29,9.77,1.98,11.76,2.34,7.10,1.11,7.07,1.07,17.20,17.20
195,34,13,112,10,25,60,20,73,227,35,286,18,159,35,72,1.98,1.16,37.22,65.55,8.23,33.16,6.87,1.38,6.16,1.14,6.57,1.24,3.85,0.58,3.85,0.57,8.83,8.83
232,33,12,106,14,36,59,19,88,178,33,248,17,142,34,65,2.12,1.05,39.47,74.39,8.54,32.87,6.57,1.22,5.82,1.05,5.74,1.08,3.25,0.50,3.34,0.47,7.60,7.60
288,34,11,96,14,34,50,18,113,188,27,248,18,125,35,72,2.14,0.94,32.90,57.22,6.89,27.36,5.34,1.09,4.95,0.92,5.24,1.03,3.15,0.51,3.29,0.46,6.34,6.34
327,40,15,123,12,26,77,23,97,198,35,278,16,184,49,83,1.80,1.14,41.89,75.30,9.24,37.15,7.18,1.55,6.62,1.21,6.78,1.28,3.94,0.63,4.04,0.58,8.31,8.31
418,30,12,96,12,35,42,17,71,229,25,243,11,105,46,84,1.46,1.18,29.03,51.99,6.27,25.14,4.61,1.04,4.33,0.82,4.62,0.96,2.86,0.46,2.88,0.46,10.07,10.07
333,31,13,113,9,32,53,19,82,178,27,273,13,137,44,83,1.70,1.26,37.93,68.86,8.24,31.50,5.82,1.28,5.38,1.04,5.86,1.16,3.39,0.56,3.46,0.54,10.95,10.95
414,35,13,129,10,33,56,21,85,180,30,226,11,140,52,86,1.69,1.28,32.24,59.28,7.21,28.31,5.39,1.29,4.97,0.89,5.39,1.05,3.18,0.51,3.04,0.49,8.01,8.01
392,29,12,108,11,35,57,21,89,167,29,257,13,139,54,89,1.86,1.40,38.79,74.78,8.67,33.79,6.42,1.33,5.60,1.03,5.59,1.08,3.29,0.53,3.19,0.52,11.58,11.58
353,32,13,99,8,34,57,18,96,206,29,288,14,150,44,87,1.93,1.30,39.08,72.49,8.41,32.14,6.12,1.29,5.41,1.00,5.46,1.06,3.07,0.52,3.00,0.47,9.98,9.98
308,28,12,102,16,35,57,18,101,207,28,279,17,144,38,74,2.09,1.20,39.86,75.77,8.33,33.23,6.47,1.29,5.28,0.99,5.62,1.03,3.10,0.48,3.00,0.45,7.81,7.81
300,36,12,83,6,36,42,17,62,237,24,223,14,103,39,57,1.97,1.08,24.19,44.13,5.14,20.94,4.13,1.06,3.59,0.66,3.99,0.73,2.23,0.35,2.18,0.35,5.93,5.93
749,29,13,137,2,29,64,31,75,70,23,165,10,116,81,128,2.02,1.10,25.26,47.61,5.78,23.99,4.85,1.29,4.49,0.84,4.61,0.88,2.79,0.43,2.82,0.43,4.62,4.62
283,40,15,143,13,20,84,24,83,114,61,466,23,206,43,85,1.97,1.15,61.57,107.26,14.17,57.69,11.74,2.56,11.12,2.18,12.62,2.50,7.67,1.24,8.28,1.19,17.48,17.48
299,35,15,101,14,25,78,28,66,273,36,266,15,165,41,80,1.90,1.03,44.33,79.30,9.74,38.96,7.48,1.70,7.15,1.28,7.55,1.44,4.51,0.69,4.47,0.66,8.61,8.61
219,34,12,93,10,30,105,25,89,291,31,245,16,274,35,66,2.11,1.04,35.81,64.51,7.99,32.21,6.55,1.31,6.17,1.11,5.86,1.16,3.41,0.53,3.44,0.49,7.00,7.00
201,32,13,122,4,27,134,29,71,211,38,336,19,350,38,71,1.76,1.13,31.35,58.18,7.29,30.48,6.69,1.73,6.73,1.38,8.47,1.65,5.30,0.85,5.79,0.83,13.12,13.12
288,40,13,106,7,29,60,26,97,197,30,244,15,159,45,79,2.03,1.16,36.49,65.43,8.00,31.63,6.32,1.36,5.83,1.08,6.31,1.24,3.80,0.61,4.01,0.56,7.67,7.67
331,30,15,110,9,32,57,22,81,219,30,224,13,147,51,79,1.78,1.43,39.56,70.28,8.53,34.13,6.32,1.46,5.82,1.05,5.81,1.22,3.40,0.56,3.44,0.54,7.96,7.96
405,34,14,115,15,36,50,20,84,205,27,241,15,128,44,73,1.80,1.27,31.25,58.36,6.95,27.59,5.29,1.26,4.82,0.86,4.93,1.02,2.89,0.49,3.11,0.47,9.78,9.78
442,31,14,109,12,30,56,19,99,205,25,218,13,135,50,88,1.77,1.37,35.28,65.48,7.77,29.95,5.56,1.23,4.94,0.88,5.00,0.99,3.02,0.47,2.88,0.45,8.02,8.02
417,32,11,93,13,35,51,19,93,189,30,272,15,144,44,85,1.85,1.27,44.27,82.99,9.62,38.11,7.46,1.35,6.23,1.14,6.56,1.28,3.89,0.59,3.99,0.59,10.58,10.58
360,34,12,103,7,32,47,18,85,193,28,296,16,122,49,77,1.61,1.2,35.34,67.95,7.46,29.25,5.85,1.24,4.89,0.88,5.06,0.96,3.06,0.49,3.13,0.51,10.87,10.87
365,39,13,132,12,30,77,23,94,193,25,240,17,185,58,83,1.74,1.29,33.84,65.03,7.21,28.85,5.59,1.21,4.67,0.86,4.81,0.84,2.61,0.39,2.47,0.37,7.50,7.50
382,40,12,112,15,29,67,23,109,154,42,424,23,149,56,94,2.05,1.22,64.93,121.00,13.64,54.63,10.34,2.04,8.91,1.62,9.44,1.73,5.12,0.75,4.60,0.68,11.39,11.39
325,31,12,129,6,30,72,31,83,122,25,165,12,139,88,98,1.54,1.09,28.33,53.96,6.68,27.00,5.55,1.41,5.09,0.94,5.04,0.93,2.82,0.45,2.97,0.40,5.70,5.70
295,36,15,133,11,25,120,32,97,151,68,644,26,346,53,101,1.98,1.35,58.11,112.77,14.88,62.49,13.34,2.87,12.41,2.40,14.05,2.73,8.35,1.35,8.93,1.26,21.03,21.03
